Date,Open,High,Low,Close,Adj Close,Volume
09-02-16,81.750000,88.400002,81.550003,86.129997,86.129997,25892900
10-02-16,89.000000,92.209999,87.419998,88.449997,88.449997,23146500
11-02-16,87.419998,88.389999,82.910004,86.349998,86.349998,21820300
12-02-16,86.639999,89.720001,85.260002,87.400002,87.400002,19067700
16-02-16,89.000000,90.139999,87.540001,89.050003,89.050003,16356600
17-02-16,90.129997,94.769997,89.639999,94.760002,94.760002,18323800
18-02-16,94.800003,94.900002,90.309998,90.489998,90.489998,17695300
19-02-16,89.980003,91.400002,88.029999,89.230003,89.230003,14259200
22-02-16,90.750000,93.110001,88.300003,91.930000,91.930000,16321800
23-02-16,91.400002,92.489998,89.050003,89.120003,89.120003,12744400
24-02-16,88.500000,91.760002,86.699997,91.610001,91.610001,15972800
25-02-16,91.080002,94.809998,90.209999,94.529999,94.529999,17898800
26-02-16,95.300003,97.480003,94.250000,94.790001,94.790001,16975200
29-02-16,94.809998,97.199997,93.339996,93.410004,93.410004,13663100
01-03-16,94.580002,99.160004,93.610001,98.300003,98.300003,17048800
02-03-16,98.010002,99.480003,95.900002,97.610001,97.610001,19102800
03-03-16,97.830002,98.349998,95.389999,97.930000,97.930000,15320900
04-03-16,98.760002,102.220001,98.320000,101.580002,101.580002,23414600
07-03-16,101.000000,101.790001,95.250000,95.489998,95.489998,23855200
08-03-16,95.000000,98.279999,94.500000,96.230003,96.230003,14797000
09-03-16,96.820000,98.370003,95.000000,98.000000,98.000000,12298700
10-03-16,98.180000,99.739998,95.449997,97.360001,97.360001,17002100
11-03-16,99.510002,99.599998,96.050003,97.660004,97.660004,15114300
14-03-16,97.199997,99.419998,97.169998,98.129997,98.129997,11251900
15-03-16,97.870003,98.510002,96.430000,97.860001,97.860001,9691800
16-03-16,97.529999,99.730003,97.500000,99.349998,99.349998,12630500
17-03-16,99.050003,101.389999,99.000000,99.720001,99.720001,13825000
18-03-16,100.500000,102.410004,100.010002,101.120003,101.120003,15453500
21-03-16,101.150002,102.099998,99.500000,101.059998,101.059998,9578500
22-03-16,100.480003,101.519997,99.199997,99.839996,99.839996,9069900
23-03-16,99.750000,100.389999,98.809998,99.589996,99.589996,8313500
24-03-16,98.639999,98.849998,97.070000,98.360001,98.360001,10671100
28-03-16,98.339996,101.440002,97.820000,101.209999,101.209999,12432200
29-03-16,101.080002,104.330002,101.000000,104.129997,104.129997,16008900
30-03-16,104.650002,104.910004,101.480003,102.190002,102.190002,14705000
31-03-16,102.430000,103.529999,101.050003,102.230003,102.230003,9747500
01-04-16,102.930000,105.790001,102.470001,105.699997,105.699997,14182400
04-04-16,105.900002,105.919998,103.199997,104.349998,104.349998,10940400
05-04-16,103.470001,105.750000,103.250000,104.940002,104.940002,10060900
06-04-16,105.300003,106.440002,104.250000,104.830002,104.830002,9605800
07-04-16,104.309998,106.440002,103.599998,104.449997,104.449997,10774900
08-04-16,105.120003,105.330002,102.820000,103.809998,103.809998,7857600
11-04-16,104.040001,104.980003,102.620003,102.680000,102.680000,7451300
12-04-16,103.150002,107.220001,102.209999,106.980003,106.980003,12437000
13-04-16,108.000000,111.279999,107.879997,109.650002,109.650002,16701700
14-04-16,110.010002,111.639999,109.150002,110.419998,110.419998,9553700
15-04-16,110.639999,111.849998,109.779999,111.510002,111.510002,11746100
18-04-16,109.900002,110.699997,106.019997,108.400002,108.400002,32816400
19-04-16,99.489998,101.370003,94.199997,94.339996,94.339996,55728800
20-04-16,94.339996,96.980003,93.139999,96.769997,96.769997,26613500
21-04-16,97.309998,97.379997,94.779999,94.980003,94.980003,19919400
22-04-16,94.849998,96.690002,94.209999,95.900002,95.900002,15806300
25-04-16,95.699997,95.750000,92.800003,93.559998,93.559998,14985400
26-04-16,93.500000,93.550003,91.250000,92.430000,92.430000,15330900
27-04-16,92.180000,92.500000,90.209999,91.040001,91.040001,12218900
28-04-16,91.500000,92.669998,90.089996,90.279999,90.279999,11474900
29-04-16,90.500000,90.559998,88.209999,90.029999,90.029999,13968000
02-05-16,90.410004,93.220001,89.889999,93.110001,93.110001,12547000
03-05-16,92.080002,93.250000,91.300003,91.540001,91.540001,10593900
04-05-16,91.000000,92.160004,90.349998,90.790001,90.790001,7394700
05-05-16,90.910004,92.080002,89.250000,89.370003,89.370003,10368500
06-05-16,88.830002,90.879997,88.110001,90.839996,90.839996,10433900
09-05-16,90.730003,91.830002,89.900002,90.540001,90.540001,9543700
10-05-16,91.139999,93.250000,91.089996,92.889999,92.889999,11175900
11-05-16,92.400002,92.589996,89.900002,90.019997,90.019997,11692900
12-05-16,90.320000,90.410004,85.739998,87.739998,87.739998,20408100
13-05-16,87.389999,88.589996,86.260002,87.879997,87.879997,11571400
16-05-16,87.559998,90.000000,86.150002,89.120003,89.120003,11247800
17-05-16,89.000000,90.870003,88.169998,88.629997,88.629997,11571300
18-05-16,88.250000,91.720001,88.250000,90.500000,90.500000,13911800
19-05-16,90.160004,91.269997,88.300003,89.550003,89.550003,11450300
20-05-16,90.080002,93.279999,89.980003,92.489998,92.489998,15063000
23-05-16,92.980003,95.290001,92.849998,94.889999,94.889999,13992300
24-05-16,95.980003,99.139999,95.750000,97.889999,97.889999,21246000
25-05-16,99.000000,100.309998,98.300003,100.199997,100.199997,15142900
26-05-16,103.209999,104.000000,101.379997,102.809998,102.809998,17824700
27-05-16,102.440002,103.500000,101.440002,103.300003,103.300003,9092100
31-05-16,102.949997,103.449997,102.129997,102.570000,102.570000,8725700
01-06-16,101.500000,101.919998,100.160004,101.510002,101.510002,8393400
02-06-16,101.389999,102.150002,100.769997,101.250000,101.250000,7992400
03-06-16,100.989998,101.000000,98.529999,99.589996,99.589996,9224000
06-06-16,100.290001,101.070000,99.720001,100.739998,100.739998,6828100
07-06-16,101.199997,101.629997,99.769997,99.889999,99.889999,6474700
08-06-16,100.019997,100.279999,97.599998,97.860001,97.860001,9423900
09-06-16,97.220001,98.430000,96.660004,97.089996,97.089996,8923800
10-06-16,94.879997,95.349998,93.279999,93.750000,93.750000,12907900
13-06-16,95.019997,97.199997,93.620003,93.849998,93.849998,13484300
14-06-16,94.160004,95.800003,93.269997,94.120003,94.120003,9480400
15-06-16,94.610001,95.459999,93.500000,94.290001,94.290001,7675400
16-06-16,94.180000,95.559998,93.250000,95.440002,95.440002,7550800
17-06-16,95.750000,95.769997,94.199997,94.449997,94.449997,8046800
20-06-16,95.220001,95.879997,93.650002,93.800003,93.800003,9026400
21-06-16,93.870003,93.879997,90.769997,90.989998,90.989998,15199700
22-06-16,90.779999,91.980003,89.769997,90.010002,90.010002,9454700
23-06-16,90.620003,91.680000,88.150002,91.660004,91.660004,10819000
24-06-16,87.529999,90.489998,87.209999,88.440002,88.440002,11248600
27-06-16,87.879997,88.000000,84.809998,85.330002,85.330002,13730500
28-06-16,87.410004,88.879997,86.410004,87.970001,87.970001,11545600
29-06-16,89.669998,91.970001,88.699997,91.059998,91.059998,11687100
30-06-16,90.910004,91.720001,89.900002,91.480003,91.480003,9099000
01-07-16,95.000000,97.000000,94.800003,96.669998,96.669998,16167200
05-07-16,95.199997,101.269997,93.309998,97.910004,97.910004,25879400
06-07-16,95.029999,96.000000,93.550003,94.599998,94.599998,16301200
07-07-16,94.699997,95.379997,93.180000,95.099998,95.099998,9913500
08-07-16,96.000000,97.410004,95.300003,97.059998,97.059998,8335400
11-07-16,96.190002,96.870003,94.300003,94.669998,94.669998,13276200
12-07-16,95.070000,96.720001,94.089996,95.970001,95.970001,11617400
13-07-16,96.260002,96.720001,94.800003,96.430000,96.430000,8768900
14-07-16,97.000000,98.269997,96.800003,98.019997,98.019997,9885000
15-07-16,98.519997,98.699997,97.410004,98.389999,98.389999,9041900
18-07-16,98.430000,99.839996,97.239998,98.809998,98.809998,28669700
19-07-16,85.430000,86.750000,84.500000,85.839996,85.839996,55681200
20-07-16,86.669998,88.489998,85.820000,87.910004,87.910004,23525100
21-07-16,88.300003,88.379997,85.209999,85.989998,85.989998,16084000
22-07-16,86.480003,86.500000,85.110001,85.889999,85.889999,11363900
25-07-16,85.730003,87.870003,85.010002,87.660004,87.660004,14135000
26-07-16,91.029999,93.099998,90.900002,91.410004,91.410004,19577600
27-07-16,91.500000,92.059998,90.099998,92.040001,92.040001,8727500
28-07-16,91.919998,92.209999,90.680000,91.650002,91.650002,6227700
29-07-16,91.190002,91.750000,90.589996,91.250000,91.250000,6960200
01-08-16,91.230003,94.669998,90.500000,94.370003,94.370003,10666900
02-08-16,94.000000,94.080002,92.180000,93.559998,93.559998,9836200
03-08-16,93.279999,94.669998,92.550003,93.099998,93.099998,7030900
04-08-16,93.199997,93.730003,91.820000,93.440002,93.440002,6043400
05-08-16,93.769997,97.739998,93.559998,97.029999,97.029999,18364800
08-08-16,95.910004,95.930000,94.000000,95.110001,95.110001,10135400
09-08-16,95.120003,95.809998,93.480003,93.989998,93.989998,9175400
10-08-16,94.400002,94.750000,92.949997,93.930000,93.930000,6511100
11-08-16,94.599998,96.330002,94.370003,95.889999,95.889999,8547700
12-08-16,95.529999,96.830002,95.080002,96.589996,96.589996,6592900
15-08-16,96.830002,96.910004,95.239998,95.309998,95.309998,7304600
16-08-16,95.190002,95.610001,94.400002,95.120003,95.120003,6311300
17-08-16,94.940002,96.930000,94.849998,96.370003,96.370003,8315600
18-08-16,95.980003,97.220001,95.169998,96.160004,96.160004,7252600
19-08-16,96.050003,96.779999,95.510002,95.870003,95.870003,6942900
22-08-16,95.669998,96.129997,94.949997,95.260002,95.260002,5830500
23-08-16,95.680000,96.589996,95.480003,95.940002,95.940002,5239100
24-08-16,96.129997,96.360001,94.910004,95.180000,95.180000,6276500
25-08-16,96.379997,98.250000,96.040001,97.320000,97.320000,10823100
26-08-16,97.330002,97.949997,96.570000,97.580002,97.580002,6617600
29-08-16,96.970001,98.449997,96.570000,97.300003,97.300003,8008400
30-08-16,97.839996,98.849998,97.139999,97.449997,97.449997,6093500
31-08-16,97.480003,97.879997,96.760002,97.449997,97.449997,4690600
01-09-16,97.809998,97.980003,96.919998,97.379997,97.379997,4148600
02-09-16,97.900002,98.180000,97.010002,97.379997,97.379997,4247200
06-09-16,97.760002,100.320000,97.650002,100.089996,100.089996,9036100
07-09-16,100.110001,100.190002,98.419998,99.150002,99.150002,6468500
08-09-16,99.230003,100.050003,98.820000,99.660004,99.660004,5201200
09-09-16,99.059998,99.389999,96.500000,96.500000,96.500000,7373300
12-09-16,95.910004,99.290001,95.709999,99.050003,99.050003,7718400
13-09-16,97.169998,98.000000,95.330002,96.089996,96.089996,11788100
14-09-16,97.349998,98.349998,96.959999,97.010002,97.010002,8481000
15-09-16,97.230003,97.970001,96.529999,97.339996,97.339996,5293500
16-09-16,97.099998,99.489998,97.040001,99.480003,99.480003,9445100
19-09-16,99.900002,100.349998,97.820000,98.059998,98.059998,8616200
20-09-16,98.779999,99.160004,97.660004,98.250000,98.250000,4736800
21-09-16,96.900002,97.099998,93.260002,94.879997,94.879997,20042200
22-09-16,95.540001,95.879997,94.230003,95.830002,95.830002,11215000
23-09-16,95.750000,96.970001,95.430000,95.940002,95.940002,6179500
26-09-16,95.379997,95.379997,94.040001,94.559998,94.559998,6739200
27-09-16,95.040001,97.639999,95.000000,97.070000,97.070000,9680100
28-09-16,97.099998,97.589996,96.019997,97.480003,97.480003,7235100
29-09-16,97.309998,98.309998,96.599998,96.669998,96.669998,6217600
30-09-16,96.900002,99.529999,96.790001,98.550003,98.550003,9807900
03-10-16,98.000000,103.389999,98.000000,102.629997,102.629997,15344500
04-10-16,103.190002,104.440002,101.860001,102.339996,102.339996,12143100
05-10-16,103.500000,106.970001,103.430000,106.279999,106.279999,12942900
06-10-16,104.970001,105.470001,103.879997,105.070000,105.070000,6587700
07-10-16,103.980003,106.500000,103.550003,104.820000,104.820000,8659500
10-10-16,103.180000,104.529999,102.760002,103.330002,103.330002,6699700
11-10-16,102.309998,102.900002,99.860001,100.589996,100.589996,9032900
12-10-16,100.879997,102.470001,99.220001,99.500000,99.500000,7426500
13-10-16,98.010002,100.500000,97.629997,100.230003,100.230003,8319300
14-10-16,101.589996,102.099998,100.349998,101.470001,101.470001,9531100
17-10-16,100.500000,100.730003,98.379997,99.800003,99.800003,26589500
18-10-16,116.629997,119.820000,116.500000,118.790001,118.790001,42168200
19-10-16,118.250000,122.449997,118.000000,121.870003,121.870003,21981700
20-10-16,121.970001,123.750000,121.059998,123.349998,123.349998,14492800
21-10-16,122.500000,127.849998,122.309998,127.500000,127.500000,18832400
24-10-16,127.419998,129.289993,126.150002,127.330002,127.330002,15980700
25-10-16,126.519997,128.059998,125.750000,126.510002,126.510002,8253900
26-10-16,126.290001,128.720001,125.750000,126.970001,126.970001,8602400
27-10-16,127.430000,128.179993,125.930000,126.470001,126.470001,6914200
28-10-16,126.080002,128.929993,126.010002,126.570000,126.570000,7077300
31-10-16,126.849998,126.900002,124.400002,124.870003,124.870003,6517500
01-11-16,124.980003,125.830002,121.800003,123.300003,123.300003,6978600
02-11-16,122.830002,124.070000,121.830002,122.339996,122.339996,4816500
03-11-16,122.309998,123.720001,121.839996,122.139999,122.139999,5041300
04-11-16,122.000000,123.430000,121.620003,122.029999,122.029999,5077700
07-11-16,124.260002,125.750000,123.370003,124.580002,124.580002,5827100
08-11-16,124.120003,125.809998,123.220001,124.339996,124.339996,4690800
09-11-16,121.839996,123.650002,120.860001,122.190002,122.190002,7705700
10-11-16,122.760002,122.970001,113.699997,115.419998,115.419998,19718700
11-11-16,114.900002,116.629997,113.110001,114.779999,114.779999,11080300
14-11-16,114.750000,115.900002,110.680000,113.379997,113.379997,9932400
15-11-16,114.550003,116.410004,113.089996,113.589996,113.589996,7445100
16-11-16,112.959999,116.120003,111.809998,115.190002,115.190002,5933700
17-11-16,115.129997,116.809998,113.559998,115.029999,115.029999,6232700
18-11-16,115.730003,116.419998,113.510002,115.209999,115.209999,6746800
21-11-16,116.199997,118.720001,116.190002,117.959999,117.959999,7064500
22-11-16,118.320000,119.459999,116.980003,118.040001,118.040001,7007200
23-11-16,117.760002,118.889999,117.309998,117.690002,117.690002,4521300
25-11-16,117.639999,118.389999,117.180000,117.410004,117.410004,1616300
28-11-16,117.050003,117.620003,115.709999,116.930000,116.930000,5278900
29-11-16,117.300003,119.180000,117.129997,117.510002,117.510002,7082300
30-11-16,119.000000,120.370003,116.389999,117.000000,117.000000,7715100
01-12-16,117.519997,118.680000,113.949997,117.220001,117.220001,8636900
02-12-16,116.750000,120.980003,116.750000,120.809998,120.809998,8953600
05-12-16,120.730003,120.750000,118.400002,119.160004,119.160004,7626300
06-12-16,120.099998,124.790001,119.419998,124.570000,124.570000,11513200
07-12-16,124.480003,125.750000,123.250000,125.389999,125.389999,8204700
08-12-16,125.400002,126.349998,122.160004,123.239998,123.239998,8987700
09-12-16,123.779999,124.300003,121.730003,122.879997,122.879997,4700800
12-12-16,122.839996,124.029999,122.300003,122.830002,122.830002,3917600
13-12-16,123.510002,125.089996,122.779999,123.779999,123.779999,5564500
14-12-16,123.430000,124.400002,122.500000,123.440002,123.440002,6110300
15-12-16,123.440002,127.430000,122.949997,125.000000,125.000000,7376200
16-12-16,126.389999,126.680000,124.010002,124.220001,124.220001,7868000
19-12-16,124.300003,126.440002,122.870003,125.449997,125.449997,4867300
20-12-16,125.459999,126.300003,124.639999,125.120003,125.120003,3937800
21-12-16,125.529999,127.739998,125.000000,126.500000,126.500000,6514800
22-12-16,126.839996,127.500000,125.180000,125.580002,125.580002,4160700
23-12-16,125.610001,126.279999,125.080002,125.589996,125.589996,2010400
27-12-16,126.239998,129.050003,125.699997,128.350006,128.350006,5288200
28-12-16,129.070007,129.070007,125.760002,125.889999,125.889999,4389200
29-12-16,125.949997,126.139999,124.199997,125.330002,125.330002,3445100
30-12-16,126.239998,126.570000,123.599998,123.800003,123.800003,4455400
03-01-17,124.959999,128.190002,124.309998,127.489998,127.489998,9437900
04-01-17,127.489998,130.169998,126.550003,129.410004,129.410004,7843600
05-01-17,129.220001,132.750000,128.899994,131.809998,131.809998,10185500
06-01-17,132.080002,133.880005,129.809998,131.070007,131.070007,10657900
09-01-17,131.479996,131.990005,129.889999,130.949997,130.949997,5771800
10-01-17,131.270004,132.220001,129.289993,129.889999,129.889999,5985800
11-01-17,130.910004,131.500000,129.250000,130.500000,130.500000,5615100
12-01-17,130.630005,130.850006,128.500000,129.179993,129.179993,5388900
13-01-17,131.149994,133.929993,130.580002,133.699997,133.699997,10515000
17-01-17,135.039993,135.399994,132.089996,132.889999,132.889999,12220200
18-01-17,133.210007,133.649994,131.059998,133.259995,133.259995,16168600
19-01-17,142.009995,143.460007,138.250000,138.410004,138.410004,23203400
20-01-17,139.360001,140.789993,137.660004,138.600006,138.600006,9497400
23-01-17,138.649994,139.490005,137.309998,137.389999,137.389999,7433900
24-01-17,138.110001,140.929993,137.029999,140.110001,140.110001,7754700
25-01-17,140.800003,141.389999,139.050003,139.520004,139.520004,7238100
26-01-17,140.449997,141.210007,138.509995,138.960007,138.960007,6038300
27-01-17,139.460007,142.490005,139.000000,142.449997,142.449997,8323900
30-01-17,141.770004,141.970001,138.800003,141.220001,141.220001,8122500
31-01-17,140.550003,141.830002,139.699997,140.710007,140.710007,4411600
01-02-17,141.199997,142.410004,139.300003,140.779999,140.779999,6033400
02-02-17,140.610001,141.039993,139.050003,139.199997,139.199997,3462400
03-02-17,139.509995,140.639999,139.100006,140.250000,140.250000,3512600
06-02-17,140.000000,141.000000,139.160004,140.970001,140.970001,3552100
07-02-17,141.490005,144.279999,141.050003,144.000000,144.000000,8573500
08-02-17,143.570007,145.070007,142.559998,144.740005,144.740005,6887100
09-02-17,144.979996,145.089996,143.580002,144.139999,144.139999,4555100
10-02-17,144.679993,145.300003,143.970001,144.820007,144.820007,6171900
13-02-17,145.190002,145.949997,143.050003,143.199997,143.199997,4790400
14-02-17,143.199997,144.110001,140.050003,140.820007,140.820007,8367800
15-02-17,140.720001,142.429993,140.509995,142.270004,142.270004,5309100
16-02-17,142.419998,142.440002,141.070007,142.009995,142.009995,2847500
17-02-17,141.750000,142.899994,141.270004,142.220001,142.220001,4588100
21-02-17,142.990005,143.380005,141.809998,142.600006,142.600006,3571500
22-02-17,142.919998,144.000000,142.169998,143.860001,143.860001,3482000
23-02-17,144.449997,144.490005,141.520004,142.779999,142.779999,4668000
24-02-17,141.880005,143.559998,141.550003,143.250000,143.250000,3302700
27-02-17,143.119995,143.919998,142.380005,143.410004,143.410004,3907400
28-02-17,143.300003,143.570007,141.850006,142.130005,142.130005,3862200
01-03-17,142.839996,143.259995,142.100006,142.649994,142.649994,4170600
02-03-17,142.149994,142.699997,139.089996,139.529999,139.529999,6119900
03-03-17,139.690002,140.910004,138.259995,139.139999,139.139999,5399800
06-03-17,141.000000,142.839996,140.539993,141.940002,141.940002,7116100
07-03-17,141.990005,142.399994,140.380005,141.429993,141.429993,4241000
08-03-17,141.470001,142.059998,139.770004,140.320007,140.320007,4085500
09-03-17,140.039993,141.240005,139.740005,140.529999,140.529999,2652700
10-03-17,141.389999,141.800003,140.279999,140.889999,140.889999,3318500
13-03-17,140.899994,143.710007,140.320007,143.520004,143.520004,4922400
14-03-17,142.949997,143.309998,141.699997,143.190002,143.190002,4660300
15-03-17,144.199997,145.520004,143.229996,145.250000,145.250000,5987200
16-03-17,145.500000,146.500000,144.220001,144.389999,144.389999,5286500
17-03-17,144.050003,145.759995,143.399994,145.110001,145.110001,6281300
20-03-17,145.449997,146.250000,144.580002,145.830002,145.830002,3421000
21-03-17,146.750000,147.699997,142.100006,142.419998,142.419998,7669800
22-03-17,142.539993,143.800003,140.759995,142.649994,142.649994,6486900
23-03-17,142.139999,142.889999,141.259995,141.839996,141.839996,3712600
24-03-17,142.360001,142.800003,141.580002,142.020004,142.020004,3546600
27-03-17,140.830002,144.389999,140.000000,144.059998,144.059998,4771700
28-03-17,144.100006,146.110001,143.919998,145.169998,145.169998,4638000
29-03-17,145.500000,147.179993,144.910004,146.470001,146.470001,3855000
30-03-17,146.809998,148.289993,146.529999,148.059998,148.059998,4461100
31-03-17,148.000000,148.229996,147.330002,147.809998,147.809998,3888200
03-04-17,146.699997,148.009995,145.740005,146.919998,146.919998,4609300
04-04-17,146.839996,147.089996,144.889999,145.500000,145.500000,4368900
05-04-17,146.190002,146.250000,143.259995,143.619995,143.619995,4607600
06-04-17,144.000000,144.139999,143.009995,143.740005,143.740005,3312400
07-04-17,143.789993,143.889999,142.710007,143.110001,143.110001,3040500
10-04-17,143.039993,144.649994,141.210007,143.850006,143.850006,5807400
11-04-17,144.279999,144.539993,141.979996,144.350006,144.350006,4621500
12-04-17,144.850006,145.740005,143.550003,143.830002,143.830002,4387000
13-04-17,144.250000,144.550003,142.759995,142.919998,142.919998,3685800
17-04-17,144.429993,147.320007,144.429993,147.250000,147.250000,16364700
18-04-17,147.339996,147.399994,140.000000,143.360001,143.360001,19671000
19-04-17,143.369995,144.000000,138.660004,139.759995,139.759995,12395100
20-04-17,140.300003,141.800003,139.270004,141.179993,141.179993,7248200
21-04-17,141.389999,143.029999,140.899994,142.869995,142.869995,6824800
24-04-17,143.610001,144.500000,143.399994,143.830002,143.830002,4800900
25-04-17,147.460007,153.520004,146.220001,152.160004,152.160004,20674200
26-04-17,151.529999,152.149994,148.899994,150.169998,150.169998,9274100
27-04-17,150.600006,153.490005,149.300003,153.080002,153.080002,7719400
28-04-17,152.710007,152.970001,150.940002,152.199997,152.199997,6366200
01-05-17,151.910004,157.699997,151.610001,155.350006,155.350006,9031600
02-05-17,155.759995,156.500000,154.610001,156.449997,156.449997,5384800
03-05-17,156.289993,156.539993,154.880005,155.589996,155.589996,3931200
04-05-17,155.589996,157.899994,154.550003,157.250000,157.250000,5582300
05-05-17,158.550003,158.589996,155.899994,156.600006,156.600006,5341700
08-05-17,156.550003,157.639999,155.300003,156.380005,156.380005,4818800
09-05-17,156.100006,157.850006,155.970001,157.460007,157.460007,3911000
10-05-17,157.820007,161.100006,156.559998,160.279999,160.279999,6869900
11-05-17,160.330002,160.520004,157.550003,158.539993,158.539993,5677400
12-05-17,159.110001,160.839996,158.509995,160.809998,160.809998,5092900
15-05-17,160.250000,161.779999,159.759995,160.020004,160.020004,4972000
16-05-17,160.500000,161.179993,159.330002,159.410004,159.410004,3464900
17-05-17,158.089996,158.779999,153.000000,153.199997,153.199997,8184500
18-05-17,153.610001,156.889999,153.240005,155.699997,155.699997,6802700
19-05-17,156.149994,158.050003,155.910004,157.020004,157.020004,4091500
22-05-17,157.860001,158.600006,156.429993,157.160004,157.160004,3744100
23-05-17,157.750000,158.309998,156.800003,157.949997,157.949997,3370900
24-05-17,158.350006,158.479996,157.169998,157.750000,157.750000,2970800
25-05-17,161.000000,164.100006,160.550003,163.050003,163.050003,8561000
26-05-17,162.839996,163.050003,161.119995,162.429993,162.429993,4834300
30-05-17,163.600006,164.750000,162.710007,163.220001,163.220001,4828600
31-05-17,163.610001,164.000000,160.740005,163.070007,163.070007,5328900
01-06-17,163.520004,163.929993,161.699997,162.990005,162.990005,3896300
02-06-17,163.419998,165.360001,162.800003,165.179993,165.179993,4259100
05-06-17,165.490005,165.500000,163.429993,165.059998,165.059998,3875200
06-06-17,164.949997,166.820007,164.509995,165.169998,165.169998,4382100
07-06-17,165.600006,166.399994,164.410004,165.610001,165.610001,3353100
08-06-17,166.119995,166.869995,164.839996,165.880005,165.880005,3719100
09-06-17,166.270004,166.270004,154.500000,158.029999,158.029999,10292000
12-06-17,155.300003,155.529999,148.309998,151.440002,151.440002,14114500
13-06-17,154.380005,155.679993,150.130005,152.720001,152.720001,8484700
14-06-17,154.339996,155.619995,150.279999,152.199997,152.199997,6461800
15-06-17,149.440002,152.559998,147.300003,151.759995,151.759995,7319700
16-06-17,151.449997,153.529999,150.389999,152.380005,152.380005,6909700
19-06-17,154.289993,155.580002,152.410004,153.399994,153.399994,6544300
20-06-17,153.679993,154.500000,151.399994,152.050003,152.050003,4878700
21-06-17,152.500000,155.380005,152.259995,155.029999,155.029999,5803400
22-06-17,155.130005,155.199997,153.699997,154.889999,154.889999,3769200
23-06-17,155.009995,158.190002,153.759995,158.020004,158.020004,6250800
26-06-17,158.779999,159.970001,156.559998,157.500000,157.500000,6016000
27-06-17,156.619995,156.979996,150.720001,151.029999,151.029999,7424300
28-06-17,151.639999,154.199997,150.119995,153.410004,153.410004,5589900
29-06-17,152.820007,152.820007,148.000000,150.089996,150.089996,7142500
30-06-17,149.759995,150.710007,148.419998,149.410004,149.410004,5213300
03-07-17,149.800003,150.449997,145.800003,146.169998,146.169998,3908200
05-07-17,146.580002,148.259995,145.580002,147.610001,147.610001,4627800
06-07-17,146.130005,147.270004,144.250000,146.250000,146.250000,5486500
07-07-17,146.649994,150.750000,146.649994,150.179993,150.179993,5561300
10-07-17,150.339996,153.229996,149.649994,152.669998,152.669998,5360600
11-07-17,152.369995,155.229996,151.550003,154.330002,154.330002,4898600
12-07-17,155.770004,158.800003,155.770004,158.750000,158.750000,8481800
13-07-17,158.509995,160.130005,156.979996,158.210007,158.210007,6700100
14-07-17,159.300003,161.350006,157.970001,161.119995,161.119995,5549200
17-07-17,162.910004,163.550003,160.020004,161.699997,161.699997,17496700
18-07-17,176.119995,185.000000,174.240005,183.600006,183.600006,41587400
19-07-17,182.970001,187.169998,181.750000,183.860001,183.860001,17344300
20-07-17,183.839996,185.919998,182.699997,183.600006,183.600006,7907200
21-07-17,182.720001,191.500000,182.710007,188.539993,188.539993,9277400
24-07-17,188.690002,190.250000,187.009995,187.910004,187.910004,8797300
25-07-17,187.789993,188.660004,185.809998,186.970001,186.970001,5374500
26-07-17,187.699997,189.699997,187.509995,189.080002,189.080002,4479300
27-07-17,189.889999,190.000000,179.380005,182.679993,182.679993,11221000
28-07-17,182.000000,185.029999,181.179993,184.039993,184.039993,6201900
31-07-17,184.259995,184.970001,180.649994,181.660004,181.660004,4883600
01-08-17,182.490005,184.619995,181.429993,182.029999,182.029999,5112700
02-08-17,182.220001,182.570007,177.809998,180.740005,180.740005,5771300
03-08-17,180.529999,181.220001,178.020004,179.229996,179.229996,4627700
04-08-17,179.600006,181.000000,178.500000,180.270004,180.270004,4491100
07-08-17,181.000000,182.270004,179.100006,181.330002,181.330002,4609800
08-08-17,181.369995,181.910004,177.449997,178.360001,178.360001,6104000
09-08-17,171.429993,175.960007,170.009995,175.779999,175.779999,9670500
10-08-17,174.029999,174.449997,167.600006,169.139999,169.139999,9693100
11-08-17,169.860001,172.580002,169.000000,171.399994,171.399994,5022300
14-08-17,169.800003,172.449997,168.800003,171.000000,171.000000,7468400
15-08-17,171.529999,171.880005,168.250000,168.500000,168.500000,5656100
16-08-17,167.500000,170.500000,166.250000,169.979996,169.979996,7013600
17-08-17,169.229996,170.580002,165.720001,166.089996,166.089996,5229200
18-08-17,165.949997,169.970001,165.800003,166.539993,166.539993,7385700
21-08-17,166.910004,168.990005,164.229996,166.759995,166.759995,6480700
22-08-17,167.759995,169.929993,167.039993,169.339996,169.339996,4886300
23-08-17,168.350006,169.639999,166.699997,169.059998,169.059998,4632300
24-08-17,169.860001,171.240005,166.149994,168.130005,168.130005,5361700
25-08-17,168.580002,168.750000,165.500000,165.949997,165.949997,4064000
28-08-17,166.429993,168.669998,165.600006,167.119995,167.119995,3657300
29-08-17,165.000000,169.679993,164.729996,168.809998,168.809998,4620900
30-08-17,169.500000,174.850006,169.369995,174.690002,174.690002,8034700
31-08-17,175.449997,176.240005,173.860001,174.710007,174.710007,6941000
01-09-17,175.550003,176.479996,173.919998,174.740005,174.740005,3813000
05-09-17,173.399994,175.880005,172.440002,174.520004,174.520004,4589500
06-09-17,175.250000,179.460007,173.729996,179.250000,179.250000,8742600
07-09-17,178.800003,180.350006,177.100006,179.000000,179.000000,6036100
